text,task_1
"School
Schoo
Scho
Sch
Sc
S
St
Sta
Stay
Stay h
Stay ho
Stay hom
Stay home",NOT
It's my main bitches 21st ayyyeeee @nikkiconner13 happy birthday babbbyyy!!,HOF
&#8220;@Queendev_: My leave out is trash &#128552;&#8221;&#128557;&#128557;&#128557; u sick,NOT
RT @hilaryde92: Always a fat bitch in the handicap spot but never a dude in a wheelchair.,HOF
"These rednecks around here won't like that shit...put that wall up, they say",HOF
@sotoo_dean Some random ass bitch who showed up and just left an hour later,HOF
I hate when females try to sound like bird heads,NOT
RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot,HOF
"@Stonisnipezz all he ever does is fav, fuckin cunt",HOF
Amazing. You know what they say about birds of a feather http://t.co/mefmPB3aW5,NOT
Throwing fire crackers at cars? That shit is funny as fuck ! &#128514;&#128514;&#128514;,HOF
"Barry's (whitey) brownshirts run wild in Oakland. Following the lead of N.W.A., punks chant F the police. http://t.co/9nBUrmTJ",NOT
&#8220;@bwanaaa_16: I like down bitches&#8221;,HOF
"@NYRKelsMads 
I be wishin you was local. I takes you to da Yankee game and spoil you",NOT
She sounded like a bird crowing,NOT
RT @EarthPix: Up with the birds to fish on the Li River http://t.co/XnrAlT1PHM,NOT
@Willstreakk @Tycff10111 according to you my place is in kitchen. Excuse me while I take out the trash,NOT
They use to call my mom Japs when she was younger. Lol Asian racial slurs.,NOT
I already know Wilson gone hoe later on let me gone get my ammo,HOF
"@Chrisworldpeace So I guess that makes us blacks double niggers, huh?",HOF
Yoga has been around for ages and these bitches just now figuring it out,HOF
When see u an oldhead rocking a Bruce Lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class,HOF
This office is used to pound some&#160;pussy http://t.co/x8jlLf0fA9,HOF
Some thots will just never learn &#128533; gooooo awaaaaay hoe,HOF
Monkey see monkey doo,NOT
@danifreshh some weird local ghetto school haha,NOT
"@Druggzz_ Its gonna bring it down though unless its turning into a welt already, like a bubble wit pussy. Gotta pop it an it'll be gone",HOF
@ramaxe1965 dubya hates todays teabagger movement.,NOT
@Huntermoore bout to be in ike a couple hours,NOT
"""no pussy, or not tryna go to the studio, don't CALL my mufuckin crib like that, god. Yo. Word up god I will BUSS YO SHIT, god, word up""",HOF
Can't worry bout a bitch that ain't worried bout me,HOF
RT @iAmBitchassness: I'm not telling you to like Al Green or Otis Redding! Stop missing the point. Just don't call them trash &amp; tell me you&#8230;,NOT
"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit..",HOF
#Natitude? Okay. I'm only going to say it once. COMB yer BEARDS. #lol #wiggers,NOT
"RT @Jordiiin_: &#128514;if you can fuck my bitch , then she ain't ""My Bitch""&#128080;",HOF
&#128075; hi-ho http://t.co/FiC4FnRutZ,NOT
"@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.",HOF
"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.",HOF
RT @PRETTYGIRLNEICE: Yes Mimi bitch yo dumb ass got played,HOF
"@mimi_sanabria I really did, right off my bed. Where you put all these dam yellow starburst!!!! *throws them out the window* &#128553;",NOT
I look like a dusty bird today..,NOT
"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa",HOF
"&#8220;@Taggs0967: @NigelDixon1 @CALiboy4 Nigel, you don't think he knows what he did was dumb? How smart are you?&#8221; Shut your bitch ass up",HOF
#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,NOT
Let this white boy be ghetto&#127773;,NOT
#AskDems Aren't you embarrassed that Charlie Rangel remains in your caucus?,NOT
Boy a bitch STILL ain't got the proper amount of sleep &#128514;&#128557;&#9995;&#128553;,HOF
"Cruisin round the street in my 64', jockin the bitches, slappin the hoes",HOF
make ur bitch want some more &#127908;&#127911;,HOF
Your name follows the word cunt in the dictionary sooo what's that tell you?,HOF
"RT @AzlanTheGoat: ""These hoe ain't loyal""

- a nigga who cheated on his girl 7 times and just broke up with him.",HOF
@Horsepower_Will naw nigga I got yo bitch tip toeing on my wooden floor !,HOF
"RT @JohnnieGoings: Money, clothes, hoes, and cars. #Merica",HOF
&#8220;@cierravillela yeah it's really far and it's alright if you like living by a whole lot of hicks haha,HOF
@NjzFinest_ your such a bitch lol&#128564;&#128564;&#128564;,HOF
RT @TheLittleFella_: S/O to @thereal_EMandM for his shitty fuzzy hat. Made sure he wasn't getting laid lmfao,HOF
@sandcowboy31 hey it's hillbilly jim and Greg the hammer valentine #pffttt,NOT
"&#8220;@TWOLVEGIRL: I find myself wanting to google ""the yellow king"" #TrueDetective&#8221; No kidding! What is going on?",NOT
"RT @ParkerHouk1: If I could be anywhere on earth right now, you know it would be Yankees Stadium",NOT
RT @_MykalaJ: @whitakerc54 blame it on the yellow chucks lmfao,NOT
RT @ColeyMonique: All the niggas in the world why tf Do bitches mess with their friends nigga?,HOF
"RT @Daily_Dip: ""And I ain't trippin' on nothin', I'm dippin' on somethin', and my homeboy say he got a bad bitch for me tonight"" #LilWay ...",HOF
Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets,NOT
She make me wanna take things slow but I can't even trust a hoe,HOF
@Iemonaids @drugulaa some of them bitches give you more than a virus,HOF
RT @CyFyre: @WesOrrJames love you too my nig #squad,NOT
RT @Guinness_RAS: @chelsea_elisa tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc&#8230;,NOT
Hunnit hoes in the house &amp; they all fckn Watch dog ass KB ball again. Ion see a bih cause they broke as hell 2 places ain goin Broke or jail,HOF
&#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole,NOT
RT @I_Be_kOoLz Food be good...except that rice they cook that bitch on Monday for the week + Tootsies?,NOT
@HaseenaBakhtali @steen020 @madraq Altyd zo geweest hoe vaak men ook zegt:dit nooit meer!LozeWoorden.PuntjeBijPaaltje vertonen z dierngedrag,NOT
@KristynEdwards why were there penguins and a bird in the puppy bowl???,NOT
"RT @Stoney_Blu: For example. I can't even say ""what's cooler than bein cool? ICE COLD!"" Without somebody relating it to A Phi A. No bitch t&#8230;",HOF
RT @trianglesoul: I wanna eat weed brownies but then I ask my self if I really wanna spend countless hours watching a documentary on sea tu&#8230;,NOT
"on the first day of school, my backpack had no paper and no books. all it had were 4 granola bars, a brownie, and a bag of cookies.",NOT
Hate that bitch RT @NYSAnimal Ray Donovan's wife is pissing me off,HOF
Enjoying the eccentricity of @RayEvernham's AmeriCarna. Charlie Daniels appearances in two of the three episodes I have watched.,NOT
"@almuirSI Probably, yeah. By most accounts, he has the personality to handle it though. And he can wear a yellow suit if he puts up points.",NOT
I just wanna cuddle with my boyfriend under a fuzzy blanket &amp; drink hot tea and have my hair played with so I can go to bed.,NOT
"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB",NOT
RT @NotWorldStar: When you drop all your hoes for one person and y'all don't end up together http://t.co/lLViTXweMX,HOF
@usweekly that old cunt needs to sit down,HOF
RT @WORIDSTARHlPHOP: When you and your boys discover a hoe http://t.co/pupaplqNhk,HOF
#ToMyFutureSon You can fuck dem hoes but you better not love dem hoes.,HOF
"RT @TyWahlbrink: @victoriakuhlman One day more until turkey, it will nip me in the belly, we'll be ready for the stuffing, we will wet ours&#8230;",NOT
If I called you a bitCh then you'd prolly hate me .. If I called you a bad bitch then you'll prolly thank me!,HOF
@KenSuttling Certainlt not the paddies,NOT
Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow,NOT
RT @KelsieBelsi: @Vntxnius lmao it will have a slope of -2x+1,NOT
"I aint no killa but dont push me, revenge is the sweetest joy next to gettin pussy",HOF
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | Squirting pussy and fingered asshole http://t.co/bKYeoUwWv2",HOF
"RT @ThomasKeneally: Obersturmfuhrer Matthias, my wife is a superb financial brian. Carry on with your labelling in her presence, and see ho&#8230;",NOT
"One night stand y'all hoes, y'all ain't nothing more!",HOF
"RT @CounterMoonbat: Btw, Hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about. She needs to be aske&#8230;",HOF
"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&#128076;&#128075;",NOT
this bitch think he care about her talents,HOF
Sometimes you don't wanna fuck the bitch but her head so good you end up fucking,HOF
"RT @donthypeme: &#8220;@VSamone: &#8220;@donthypeme: any favorites off yellow album ?&#8221;all of it&#8221;

#theperfectanswer &#127942;",NOT
Bigots demand recount in #Idaho #gay rights ordinance referendum http://t.co/TorYEXxMwi #tcot #teaparty #teabaggers #lgbt,NOT
Light skin girls is the biggest hoes?,HOF
RT @LilReese300: Ion feel dese nihhas or bitches...#300,HOF
@ApevonTarskin WHAT? Smdh another bitch,HOF
Enjoy 50% off @GreenFestival #DC tickets with our code and check us out at booth #640! Vegan brownies samples &amp; more! http://t.co/scDZnDk2Aq,NOT
@RFradsham fuck you bitch #shrimp #shorty #midget #dwarf #infant #jk,HOF
After you get good pussy you be feelin like you just found the last dragon ball..,HOF
RT @Drfreezeburnn: Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.,NOT
OH NO @morningmika are you saying the Democrats lost the #teabagger vote? LMAO bobble head #morningjoe,NOT
making the shittiest pigs in a blanket but they're gonna be good. i'm not tryna impress Gordon Ramsey's bitch ass i'm trying to make poop.,HOF
My phone on 10% fml I still gotta get to the yellow sign lol #motivation lol btw I zoomed in 2x lol http://t.co/LayVBieIML,NOT
"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",NOT
"@TheREALJB1RD They best not fuss about this basement, bitch is like a skating rink. http://t.co/8Fk8LGxAND",HOF
Niggas a buy a 700$ outfit to impress a 10$ bitch,HOF
@foreverschmoked vertical nip bars..I already have horizontal ones so I think it'll look hella cute,NOT
@buffprobzzz the dude took off running like a bitch!,HOF
"All you bitches know youre trying to find yourself on the website, who are you kidding lol",HOF
@RichardEngel ugh..and lemme guess they have yellow cake too? Heard this story before..,NOT
@ACMobbDeep @madsbennett yeah I run over squirrels and coons,NOT
"RT @Priceless_KP: It ain nun to cut dat bitch awf 

- Verizon",HOF
RT @mikeimbriano: @briiixo Donnas taxes are gonna go up.#moulinyan#lol.,NOT
"Parodies of Jihadi songs - more effective than asinine ""Muslims should condemn"" http://t.co/M6cNV3YsmV #HumorIsAWeapon",NOT
There is this yellow thing in the sky. I don't know what to make of it.,NOT
"Call when you grow up. If you live that long. Sorry for parents with such poor skills they got you .@Fuck_slums: @veritaz old bitch""",HOF
These hoes getting outta hand #mane,HOF
So am I the only cracker up playing his guitar (thank you @Tampa_Rick ) on this Saturday night?,NOT
RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t.&#8230;,NOT
Lmaoooo RT @Hand2DaHairline: His sister probably got the pussy that night RT @No_Cut_Card: #NeverForget http://t.co/HkXEbFWDYz&#8221;,HOF
Fuck nigguh Trynna talk it out. Wtf we Finna talk about?,HOF
"@moneydriven @2ManyLouboutins glad about your uncle, another stupid faggot off the world, hopefully you next.",HOF
RT @1Armaun: Hoes get a boyfriend and swear they not a hoe anymore. Bitch Having a boyfriend doesn't erase what happened before him you ...,HOF
"RT @TwitchyTeam: 'Worst tweet ever'? PR 'pro' manages to sound racist, mock AIDS in a single tweet http://t.co/0nTcWbrMMk",NOT
RT @Latrobemark: @wheeler_kashhh your a early bird,NOT
"10 RT @ParadoxicalMike 1.5 RT @iDavey On average, 2. But I can be an 8 when need be. ""@SinsOfMyFather_ On a scale of 1-10 how ghetto are u?""",NOT
Just stopped by the line up room @BeaLack still look like a doo wop singer.,NOT
@FightNightX @NMF4Life khan has been facing nothing but trash since his L to Garcia,NOT
All these touch screen phones and hoe u still got flipped http://t.co/G3MUxm2ldx,HOF
"But if you knew , bitch you'll do better &#128074;",HOF
"Met this bitch online. Call her my ""e-bae""",HOF
Bitzy probably popped a Percocet before she had these drinks with Mellie. She seems like that kind of of trill ol' bitch. #ScandalABC,HOF
wish I had a brownie or a dab to knock me out rn,NOT
RT @Goldie_Brim: Smack a bitch no filter,HOF
RT @SheMoansNookie: Can't even tell a bitch hey without thinking you tryna get at them. Lmao. Y'all sumn else. Get real,HOF
He said capri-sun and zebra cake&#128514;,NOT
Got myself a new job bitches! &#128074;,HOF
@beth4158 no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :),NOT
Thanks Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,NOT
"""Brownies for my brownie"" I love this movie. &#128517;",NOT
RT @CauseWereGuys: How to get unlimited pussy in high school http://t.co/0yaDezrREr,HOF
RT @SportsCenter: Derek Jeter's final game at Yankee Stadium will be 1st he's ever played there with Yankees eliminated from playoffs. http&#8230;,NOT
These hoes soo &#127805;&#127936;,HOF
"RT @HlGHKEY: ""I have sex with a lot of guys but I'm not a hoe""......and I can sell Crack to people and not be a drug dealer FOH HOE",HOF
RT @JosephTheFlyGuy: This bitch got a real life hippo as a pet http://t.co/wU6jItcE0U,HOF
the gullible ones do. RT @reaganchanel: So people go to college with intentions of being a hoe? K.,HOF
@Pepper_Redbone @Yankees @Mets Exactly by folks who can't favor to get into that lovely old stadium.,NOT
"RT @YankeesWFAN: One scout said Prado is ""first team most underrated."" Gives the Yankees a 2b through 2016, could slide to 3b if needed too.",NOT
RT @CraziestSex: she killed that bitch &#128555;&#128514; http://t.co/uVS9E1gxPF,HOF
&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,NOT
#Yankees wasted Nu&#241;ez's season #rays #mlb,NOT
@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna,NOT
Or get they nails done RT @Che_TheYello1: Same hoes brag about niggas they fw got money but can't even get him to fill their tank up,HOF
"RT @BitchNiggaAlexx: Girls be 6'0 talking about ""catching feelings"" bitch you need to catch this TD pass I'm about to throw you smh",HOF
RT @creepingsharia: Syrian Brought to US for &#8220;Democracy Training&#8221; Endorses&#160;Jihadis http://t.co/lfhCto8777,NOT
Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers http://t.co/4AHp4t86bP #lnyhbt #ccot #teaparty #gop #tgdn,NOT
