text,task_1
Niggas who talk about pussy the most get the least RT @FrancoisKilljoy: @202SOLE @quanb24 @BALTsneakerShow what a shine box? Glittery pussy?,HOF
"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S""",HOF
"I thought it was bros over hoes , guess not &#128530;",HOF
RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;nun finna take it in,HOF
RT @OGBEARD: Some of y'all bitches can't even grow this on yo damn head http://t.co/lYKqlHq0wT,HOF
RT @jpayneancap: @A_M_Perez @sybilll @DianneWing2 @velvethammer @MyLibertyMyGun @sdalexander11 @Aoakleyc I bet she's a New York Yankee prog&#8230;,NOT
&#8220;@FREDOSANTANA300: Up making plays&#8221; can I have my slut bitch girlfriend u always rap about back yet?,HOF
UPDATE: Three arrsted after German gay guy left in critical condition after being fag bashed in Belgrade http://t.co/5TNwQ2e7Q5,HOF
RT @yaboybillnye: u a 10? on the pH scale maybe cause you basic hoe,HOF
"RT @david_marchese: Johnny Cash turned down ""The Gambler."" Guess you could say he didn't know when to ho . . . never mind.
 http://t.co/gMK&#8230;",HOF
RT @JestonaeLives: Burnt pussy lips - &#128514;&#128514;&#128514; https://t.co/nVlZkShGaa,HOF
"the seamstress gon do/MOB Action in this bitch, u meaningless to da crew!",HOF
"RT @laken_heavner: I'm such a bitch, I'm hard to handle, I'm stubborn, and I have an attitude. Sorry to the people who put up with it &#128582;",HOF
&#128563;Oh this bitch Midy must be crazy http://t.co/75LWvtD4oJ,HOF
@RooDee_Poo Aye bitch.,HOF
RT @pandaapussy: The day I have clear skin will be the day I'm the happiest cockiest bitch alive,HOF
"""Brownies for my brownie"" I love this movie. &#128517;",NOT
All you bitches extra easy when yall drunk lol unless ur sober friends there to save youu,HOF
You thought I was playin when I cut that bitch off,HOF
"RT @missyantzah: You can do anything you want in life, just don't be a fucking bitch",HOF
"&#8220;@dnumberbefore2: &#8220;@Vice504fly: @dnumberbefore2 u a regular nig, u played out b&#8221; lol ima b Ig famous&#8221;these days that counts for somethin",HOF
@Me_NOindirect bitch stop harassing me!!!!!!!,HOF
@EvelDick Y am I not surprised UGLY MIKE BOOGIE has to buy pussy??!!!!,HOF
"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*",HOF
Karma is a bitch and usually comes around and goes around right? Or do some people just always catch the lucky breaks?,HOF
RT @InkMyHoleBody: This nigga is a fuckin faggot https://t.co/e3m6tujnhF,HOF
@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*,NOT
man I gotta hang out with snoop lion aka nemo hoes,HOF
@TomcatStraight Come over queer,HOF
RT @Males_Thoughts: No bitch ass chick flick will ever be as sad as this movie http://t.co/o0sk0SM40f,HOF
@stevemaxboxing that's what the little egotistical bitch deserves his head is huge for someone who gets KO'd when the wind blows,HOF
"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy",HOF
@jay_ibarra95 too bad bitch! You in this shit forever &#128123;&#128520;,HOF
It gets me mad when a Mexicans go against Mexico like wtf support your team bitch,HOF
"RT @murrman5: you up, Charlie Brown?",NOT
RT @EisenbackEmily: I hate when people leave their trash in my car.,HOF
He pussy whipped without getting the pussy #RARE &#8220;@iTakeOverTLs: @PAPER_CHAYSIN Lmao he gotta snap out of it&#8221;,HOF
RT @MattHasTheMusic: @SelfPaidYayo @OGMaco if u ain't making music for me to sip Henny to u a bitch so Maco winnin if he from a island no f&#8230;,HOF
@KenSuttling Certainlt not the paddies,NOT
@TasteMyGayness lol imma look at a bitch ass if I wanna!!!,HOF
RT @Saint_Jeremy: She right RT @2Girls1Richard: You spam RT @TheReaIPinkyxxx: If you eating the pussy you might as well eat the ASS. http:&#8230;,HOF
RT @jarieVee_: 24. Her. When we found her she was so sloppy and I tried to drag her to the car. She was fighting back and the bitch was hea&#8230;,HOF
"RT @michaeljhudson: you called me a pussy, tough guy? let's see how Tegan *kisses right bicep* and Sara *kisses left bicep* feel about that&#8230;",HOF
@JuliaDBrock I'm not a bitch. Take it back.,HOF
"Im wearin one of walmart jackets around walmart, is that ghetto? Lmao fuck it.",HOF
"&#8220;@Amillinati_: Bro like I really enjoy like eating pussy from the back... It makes it more nasty, I like nasty haha &#128520;&#8221;you like eating ass 2",HOF
Happy Birthday nigguh keep your blunts fat and your cups filled :) @BigDaddySniper,HOF
RT @shoulder_LEEN: &#8220;@intentions_: New York bitches be like #ThatNYCshit #bitchesbelike #newyorkGirlsbelike #hoodbitches LMFAOO&#128514;&#128514; &#128514; https:/&#8230;,HOF
RT @SheTrillaryC___: You can't tell a bitch shit when they get a Job &#128514;&#128514;&#128514;&#128514;,HOF
"RT @KYHoopsBuzz: Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins &amp; Dakari Johnson a&#8230;",NOT
I hate when people just randomly stop talking to you like give me a reason bitch,HOF
RT @MIKEB_IN_THE_D: @_thomkins_ I got 11 nuggets this time bitch. #CouldntBeHappier,HOF
Work right now is bitch,HOF
foreign bad bitch n she said her name trinaaa trap house look like it got hit by hurricane katrinaaaa,HOF
These hoes ain't loyal &#128527;,HOF
"@paolo Like...Charlie Chan-style? (Never saw that, either.) Hmm...makes me think of the ""Cockneys"" in the Killzone series.",NOT
RT @ImNotTwitFamous: Bob Marley wrote about peace but all you hoes remember him for is smoking a blunt,HOF
"RT @BrandonOnDrums: ""She still a bitch"" RT @Mryungone: Lol so what do you tweet if you lose?",HOF
what a hoe,HOF
RT @Broski5519: Niggas dat don't get no pussy are usually the ones thirstin these big or ugly bitches.. givin them more confidence then the&#8230;,HOF
Only tweet me if that pussy got superpowers,HOF
"Baby moanin , got me zone'nn &#128553; I want this bitch next me , pussy like ecstasy &#128166; .",HOF
@FightsOnVine bitch dont even think about playin wit me!,HOF
And my mom was really getting me a car smh hoe f u for dat,HOF
RT @SpikedFins: rt if you are nerd trash who likes to set things on fire sometimes,HOF
LOL what bitches yea go get the bouncer we were eye ballin' your clearly pussy ass,HOF
"RT @DrunkyStory: ""1st time eating pussy, I thought I was supposed to literally eat it so I ended up biting her clit really hard. We havent &#8230;",HOF
Can you let me stretch that pussy out or nahhh,HOF
When a real niggah want you,HOF
WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs http://t.co/uHZ1qKcrJE,NOT
"I tell u this tho, if/when u nigger women start getting cornrows again...mannn just don't do it",HOF
@AwiLL_2RECKLESS bruh did go out like a bitch thoe lol that should not be his final match,HOF
@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ugly gay nigga bitch fucking peace of shit,HOF
"@ginamariez im an ole bitch in Memphis,tn. and I think u rock also",HOF
@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!,NOT
In my 25 years I've supported more niggas and bitches and they kids and well.. my gratitude has died.,HOF
RT @dkiswinning: GamePlan: 1. Eat the pussy 2. Beat the pussy up 3. Apologize to the pussy by eating it again because it's so good.,HOF
@englandlauren @iain4harrison @oliviaboncic sprite* hoe,HOF
&#8220;@OhThatsLee Uhoh you got the hoes lol RT @verbally_abrupt: Y'all I found this letter on my car. http://t.co/lu58HimXxS&#8221; Naaah,HOF
"Classy rich family kids doing drugs and tryina be all ghetto and shit,while actual ghetto poor kids looking for education to get outta there",HOF
Tired of these niggas turning females into stuck up bitches,HOF
"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh""""",HOF
RT @TimoPleasant: This grown on your own shit is for the birds. &#128530;,HOF
loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.,NOT
@amarierubio chink eyed !,HOF
You you can't get no money silly hoe,HOF
Ya bitch basic if she trippin off your social networks profiles.,HOF
Smoking Brooklyn got me high as giraffe pussy,HOF
Krakin this bitch ipem at 12... WHO SIPPIN WIT ME... ELEMENTS http://t.co/lGCM88hsnP,HOF
@KodyMark1 hahahh thank you fag boy! #represent,HOF
"Got a new bitch and she got ass, lookin at my ex like yeah i know you mad",HOF
RT @jesscorsonCLE: Does anyone know of a good pet sitter in #CLE/Northeast Ohio? Specifically cats &amp; birds. Thanks! #CLEpets #neo #clevelan&#8230;,NOT
"RT @DFkinLopes: Bruh every time a famous celebrity tweet something, the 1st person to comment is some hoe talkin bout ""slap ya dick on me d&#8230;",HOF
He don't even follow his bitch &#128514;,HOF
One mans trash is another mans treasure #believe,NOT
"&#8220;@tabatha__b: Never worried about the next bitch. Always worryin about the next meal. I'm tryna fuckin eat, fuck what you talkin bout&#8221; &#128525;&#128175;&#128175;",HOF
"Ima hypocrite. I'll say ""I dont fuck with hoes"" then 2 days later let a hoe play with my dick in the McDonald's drive thru. Love their fries",HOF
RT @squarebutts: Don't got a problem smacking a bitch,HOF
I tried calling my sorry ass cousin @MsParka1 for her 27th bday. But the hoe ain't answer like always. She too big time these days lol,HOF
"RT @Makeit_aMiller: @Mike_Stud @HoodieAllen hoodie is a little bitch, when was the last time you heard about hoodies ""team"" mike put all hi&#8230;",HOF
Karma is a bitch,HOF
"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",NOT
@kevkid79 quit ya hating you oyster lookin ass bitch.,HOF
"&#8220;@thatloserbrooke: why why why why why? https://t.co/hvn6knCE6D&#8221;.....""&#8221; @tianna_iacovone&#8221;you ain't kissing any bitch anytime soon",HOF
Cheater cheater pumpkin eater where'd you find that no good white trash hoe. #trashy #sloots,HOF
"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you",HOF
Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself,HOF
@kieffer_jason u made me drive all the way to Plano then wanna bitch out,HOF
"@J__F__H Happy Another Group of 365 Days, you weird ass son of a bitch. That's why we all love you, though. Hoping there are riots in H-town",HOF
OMGGGGG...!!!! Nigga said Jerry ... black bitch.,HOF
RT @theChefBoyRD: My pussy popz Severely https://t.co/15IOQ7M0KF,HOF
RT @BlackNerdJade: RT @fivefifths: Hell wrong with yall? RT @TwanTargaryen: Pecan pie AND sweet potato pie trash. http://t.co/hH50P5pytX,HOF
"@hardball @Milbank Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him",NOT
You said that's yo bitch but that bitch look fu &#128551;,HOF
RT @xoxo_shelby_22: &#8220;@zzachbarness: I'll fuck a bitch real quick&#8221;,HOF
"@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket ur weird, racist bitch.",HOF
RT @amara_banks: I want some taco truck tacos! Brenda &amp; her mom be having them bitches smacking.,HOF
"RT @IamMrEchols: Lmao &#8220;@GuruJeremy: A hoe's best excuse is ""it just happened"" lol. No. You being a hoe just happened. It's okay to admit it&#8230;",HOF
"I ain't trying to fuck, bitch. I just want wings.",HOF
@Huntermoore @DangItsTiff bitch looks like spongebob,HOF
They took it there bro you know I'm civil. RT @lilmissStoney: @VikkiNoSecrets wait a minute! Lol. Don't get ghetto V!,NOT
It pissrs me tf off when I call you back a half a second later nd you dont answer. You a bitch ass nigga for that,HOF
"Its true though lol RT @jwill252: &#8220;@No85er_inMe: If your girl think about you, &amp; you don't make her pussy jump you ain't shit brah&#8221;lls",HOF
"RT @PimpinNPanderin: Cleary dark skinned niggas fuck better than light skinned niggas...
The proofs in the bitch face&#128528;&#128528; http://t.co/MVgT4l8&#8230;",HOF
I''d put a bullet in that bitch...,HOF
&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk,NOT
Step Up All In was so horrible that bitch went straight to dvd &#128514;&#128514;&#128514;,HOF
RT @GorgeousLeeiyah: Niggas loose they down bitch for a bitch who down to snitch &#128586;&#128175;,HOF
Summer hoes turn into winter wifeys,HOF
"RT @junnDem: If a woman cares about you she'll get mad over little things. If you can't handle that, you deserve a hoe.",HOF
Yall hoes got nothing better to do than to gossip and play telephone.,HOF
"RT @HornyFacts: Fuck twerking, bitch can you cook?",HOF
If my bitch wear a bacon bra....im taking that ass to funky town,HOF
RT @UrbanCraziness: Andy went from owning toys to owning bitches.. And also tf is that coke doing teaching a class? &#128514; http://t.co/gjbUR29BKu,HOF
Pop that pussy for a real nigga,HOF
Like that bitch Ernest or somebody,HOF
*Gigantic RT @Naezus What a big faggot. RT @MIllionDolrBaby: Chubbs bout to Earl.,HOF
"RT @_ayejayydoe: ""@UglyAssAyeKay: Dumb bitch"" im singing to you bitch",HOF
@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.,NOT
&#8220;@keanabermudez: @GinaSanabria_ he's a hoe lmfao&#8221; aren't they all smuts ? lmao,HOF
RT @BlazeTheGreat_: I hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal,HOF
@ShainaRakia doubt it cause a bitch aint nothing but a nigga downfall,HOF
"@alneeZy hung with all dudes and wasn't fuckin no bitches, so. @MauiMescudi",HOF
"@Are_Ohh_Bee bitch you up and joined the fucking army and those of us around this bitch was like ""where the fuck rob go to the fuckin army?""",HOF
"Baby I'll whisper Vietnamese to you all soft like, ""ching... chong ting o long....""",NOT
Starks being a faggot,HOF
&#8220;@BSBHForum: #BeatTheHabs #NYR http://t.co/okvhWHy3Vh&#8221; @CanadiensMTL #pussy,HOF
You pussy if you lie for pussy &#128175;&#128175;,HOF
You dumb bitch you think I work for free!,HOF
&#8220;@cb_marie: @what_evaittakes &#128563;&#128553;&#128514;&#128514; now bitch you know.. Lmaooo&#8221;&#128514;&#128514;&#128514;,HOF
Cute Japanese teen gets her tiight pussy fucked while sucking&#160;cock http://t.co/ayLKdSNKsc,HOF
Gab and Bri both fell asleep on me. #hoes,HOF
"Chaber Books: BRAGADAYJAH 24 http://t.co/bTMLYNNKZp: Nimrod the Cushite, first king of the earth. See Bragadayjah 24",NOT
RT @TheGoogleFactz: Cheating and having hoes gets old. Everyone should want to reach a point where they're mature enough to stay faithful &amp;&#8230;,HOF
Slide in the pussy like a surfboard,HOF
"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system.",NOT
I drive by and them bitches waive but girl I can't stop,HOF
RT @roryscovel: Surprising how big of a pussy Hulk is. #BRAvsCHI,HOF
@CatholicMomVA @Neal_Dewing that would cripple our military :),NOT
"If a bitch bit my dick, I'd probably beat the shit out of her.",HOF
Tell dem THOT bitches im NOT right !!,HOF
Even Humming birds like the stuff http://t.co/W7OHSCbg3L,NOT
"@Mr_Lewis_ @brookebrooklyn_ ohh yaa, he wants Brooke to be his pinkie toe so he can bang it on the coffee table. What a twat!! Lol",HOF
Why you let these hoes tear what we had apart you shud be beware beware,HOF
@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.,HOF
